Varlık,Fiyat,EMA_Durumu,RSI,StochRSI,TSI,SSL&EMA_Sinyal,Tilson_Sinyal,Hacim_SMI,Kombine_Dip,Supertrend_Sinyal,Alim_Bandi,Satim_Bandi,BB_Fiyat_Durum,BB_Sikisma,BB_Bant_Durum,Destek_Direnc
KRVGD,2.3,1.42,41.68,70.7,-0.57,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,-,-,⚪Fiyat Alt_Orta Bant Aralığında,🟠 Daralıyor,0.0,EMA5 Destek: 2.27 (%1.4 altta) | EMA21 Direnç: 2.32 (%1.0 üstte)
KSTUR,2091.0,-4.98,24.1,0.0,-0.81,🔴 Ayı Piyasası (EMA 50 En Altta),🔴 SAT,-,🟢 POTANSİYEL DİP,🔴 Düşüş Trendinde,-,3493.97-3710.47 (%67.1 üstte),🚨Fiyat Bandın Altında!,⚪ Yelpaze Açık,-3.15,EMA5 Direnç: 2200.58 (%5.2 üstte)
KTLEV,38.02,19.3,34.57,3.8,-0.81,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,-,-,🔴 Düşüş Trendinde,-,-,⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA200 Destek: 31.87 (%16.2 altta) | EMA5 Direnç: 42.72 (%12.4 üstte)
KTSKR,79.75,1.22,39.53,60.96,-0.82,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,-,⚪Fiyat Alt_Orta Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Destek: 78.79 (%1.2 altta) | EMA21 Direnç: 82.51 (%3.5 üstte)
KUTPO,80.0,0.64,45.07,54.16,-0.68,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,101.80-105.90 (%27.3 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟠 Daralıyor,0.0,EMA5 Destek: 79.49 (%0.6 altta) | EMA21 Direnç: 80.68 (%0.8 üstte)
KUVVA,178.1,20.81,51.88,10.85,-0.48,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,-,-,🟢 Yükseliş Trendinde,125.00-136.50 (%23.4 altta),-,⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA55 Destek: 165.05 (%7.3 altta) | EMA21 Direnç: 178.43 (%0.2 üstte)
KUYAS,72.5,10.89,62.75,92.7,0.91,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,40.90-41.80 (%42.3 altta),87.05-92.45 (%20.1 üstte),🚨Fiyat Bandın Üzerinde!,⚪ Yelpaze Açık,0.82,EMA5 Destek: 70.22 (%3.1 altta)
KZBGY,1.88,-0.0,34.56,37.27,-0.88,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,4.73-4.90 (%151.8 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟠 Daralıyor,0.0,EMA5 Direnç: 1.88 (%0.0 üstte)
KZGYO,28.9,34.45,87.21,100.0,0.82,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,🔴 ZİRVEDE,🟢 Yükseliş Trendinde,-,-,🚨Fiyat Bandın Üzerinde!,⚪ Yelpaze Açık,11.35,EMA5 Destek: 25.25 (%12.6 altta)
LIDER,23.2,-7.09,18.93,6.12,-0.96,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,121.66-125.96 (%424.4 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Direnç: 24.97 (%7.6 üstte)
LIDFA,2.62,0.33,43.23,40.93,-0.56,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,🔴 Düşüş Trendinde,1.75-1.82 (%30.4 altta),3.49-3.62 (%33.2 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Destek: 2.61 (%0.3 altta) | EMA21 Direnç: 2.66 (%1.6 üstte)
LILAK,29.22,1.25,47.9,49.08,-0.74,🔴 Ayı Piyasası (EMA 50 En Altta),🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Düşüş Trendinde,27.59-28.49 (%2.5 altta),35.31-37.11 (%20.8 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟠 Daralıyor,0.0,EMA5 Destek: 28.86 (%1.2 altta) | EMA21 Direnç: 29.27 (%0.2 üstte)
LINK,5.31,0.2,37.68,56.16,-0.78,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,7.16-7.79 (%34.8 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟠 Daralıyor,0.0,EMA5 Destek: 5.30 (%0.2 altta) | EMA21 Direnç: 5.54 (%4.3 üstte)
LKMNH,12.99,-1.05,34.03,2.51,-0.91,🔴 Ayı Piyasası (EMA 50 En Altta),🔴 SAT,-,🟢 POTANSİYEL DİP,🔴 Düşüş Trendinde,-,15.22-15.97 (%17.2 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Direnç: 13.13 (%1.1 üstte)
LMKDC,23.0,0.96,43.02,51.37,-0.82,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,34.20-36.92 (%48.7 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 22.78 (%0.9 altta) | EMA21 Direnç: 23.54 (%2.3 üstte)
LOGO,139.5,2.46,57.72,66.26,-0.18,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,-,-,🚨Fiyat Bandın Üzerinde!,🟠 Daralıyor,0.01,EMA100 Destek: 138.96 (%0.4 altta) | EMA200 Direnç: 143.77 (%3.1 üstte)
LRSHO,2.51,1.09,40.57,64.74,-0.76,🔴 Ayı Piyasası (EMA 50 En Altta),🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Düşüş Trendinde,-,3.89-4.14 (%55.0 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 2.48 (%1.1 altta) | EMA21 Direnç: 2.59 (%3.2 üstte)
LUKSK,83.7,0.04,38.77,76.34,-0.84,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,105.90-117.40 (%26.5 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟠 Daralıyor,0.0,EMA5 Destek: 83.66 (%0.0 altta) | EMA21 Direnç: 86.20 (%3.0 üstte)
LXGYO,9.41,999,33.21,27.96,-0.92,-,⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,17.07-18.80 (%81.4 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Direnç: 9.42 (%0.1 üstte)
LYDHO,142.7,0.52,34.43,83.53,-0.92,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,117.50-124.90 (%12.5 altta),201.20-206.50 (%41.0 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 141.96 (%0.5 altta) | EMA21 Direnç: 157.95 (%10.7 üstte)
LYDYE,12152.5,-0.97,45.16,82.93,-0.43,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,-,15842.50-16870.00 (%30.4 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Direnç: 12271.11 (%1.0 üstte)
MAALT,1009.0,-0.26,47.17,23.36,0.06,🔴 Ayı Piyasası (EMA 50 En Altta),🔴 SAT,-,-,🟢 Yükseliş Trendinde,-,-,⚪Fiyat Alt_Orta Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Direnç: 1011.68 (%0.3 üstte)
MACKO,35.16,1.41,51.99,25.86,-0.32,🔴 Ayı Piyasası (EMA 50 En Altta),🔴 SAT,-,-,🟢 Yükseliş Trendinde,30.82-31.60 (%10.1 altta),41.21-42.34 (%17.2 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟠 Daralıyor,0.0,EMA100 Destek: 35.14 (%0.1 altta)
MAGEN,36.74,5.32,56.12,81.02,0.06,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,-,66.00-68.30 (%79.6 üstte),🟡Fiyat Orta-Üst Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Destek: 35.03 (%4.6 altta) | EMA55 Direnç: 37.44 (%1.9 üstte)
MAKIM,15.01,-0.1,37.35,14.47,-0.89,🔴 Ayı Piyasası (EMA 50 En Altta),🔴 SAT,-,-,🔴 Düşüş Trendinde,-,18.46-20.64 (%23.0 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Direnç: 15.03 (%0.1 üstte)
MAKTK,9.97,-0.31,45.66,32.59,0.04,🔴 Ayı Piyasası (EMA 50 En Altta),🔴 SAT,-,-,🟢 Yükseliş Trendinde,-,16.82-18.29 (%68.7 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟠 Daralıyor,0.0,EMA5 Direnç: 10.00 (%0.3 üstte)
MANAS,35.52,54.84,57.75,67.98,0.76,⚪ Karışık / Testere Piyasası,⏳ BEKLE,🩸 SAT (Zirveden Dönüş),-,🟢 Yükseliş Trendinde,10.47-10.84 (%69.5 altta),-,🟡Fiyat Orta-Üst Bant Aralığında,🟠 Daralıyor,0.0,EMA21 Destek: 34.10 (%4.0 altta) | EMA5 Direnç: 36.36 (%2.4 üstte)
MARBL,12.32,0.42,49.07,28.98,-0.52,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,-,⚪Fiyat Alt_Orta Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Destek: 12.27 (%0.4 altta) | EMA21 Direnç: 12.33 (%0.1 üstte)
MARKA,72.9,18.38,34.51,14.64,-0.84,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,-,🟢 POTANSİYEL DİP,🔴 Düşüş Trendinde,24.20-27.16 (%62.7 altta),-,🚨Fiyat Bandın Altında!,🟡 Normal Genişlik,-3.41,EMA200 Destek: 61.58 (%15.5 altta) | EMA100 Direnç: 73.90 (%1.4 üstte)
MARMR,2.21,0.01,41.27,12.67,-0.91,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,2.13-2.20 (%0.5 altta),3.78-4.00 (%71.0 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 2.21 (%0.0 altta) | EMA21 Direnç: 2.29 (%3.8 üstte)
MARTI,2.28,35.84,79.64,85.05,0.95,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),📈 TREND DEVAMI (0 Üstü + Hacim),🔴 ZİRVEDE,🟢 Yükseliş Trendinde,-,2.30-2.50 (%0.9 üstte),🚨Fiyat Bandın Üzerinde!,⚪ Yelpaze Açık,0.78,EMA200 Destek: 2.16 (%5.3 altta)
MAVI,36.88,0.4,41.03,32.76,-0.79,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,35.32-35.90 (%2.7 altta),43.98-45.10 (%19.3 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Destek: 36.73 (%0.4 altta) | EMA21 Direnç: 37.62 (%2.0 üstte)
MCARD,183.3,999,64.24,73.39,0.36,-,🟢 AL (Trend Onaylı),-,-,🟢 Yükseliş Trendinde,126.60-132.00 (%28.0 altta),-,🚨Fiyat Bandın Üzerinde!,🚨 BB SIKIŞMA,2.9,EMA5 Destek: 171.18 (%6.6 altta)
MEDTR,24.72,-0.1,39.13,11.05,-0.82,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Düşüş Trendinde,-,30.27-31.06 (%22.4 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟠 Daralıyor,0.0,EMA5 Direnç: 24.74 (%0.1 üstte)
MEGAP,1.68,0.01,32.53,34.29,-0.9,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,4.50-5.00 (%167.9 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟠 Daralıyor,0.0,EMA5 Destek: 1.68 (%0.0 altta) | EMA21 Direnç: 1.74 (%3.9 üstte)
MEGMT,46.96,0.65,33.39,98.52,-0.51,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,-,87.00-95.00 (%85.3 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 46.66 (%0.6 altta) | EMA21 Direnç: 52.31 (%11.4 üstte)
MEKAG,3.0,-0.13,47.35,77.68,-0.15,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,2.86-2.95 (%1.7 altta),4.11-4.45 (%37.0 üstte),🟡Fiyat Orta-Üst Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Direnç: 3.00 (%0.1 üstte)
MEPET,21.16,5.38,56.85,42.13,-0.4,🔴 Ayı Piyasası (EMA 50 En Altta),🔥 GÜÇLÜ AL (Taze Kırılım),🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,🟢 Yükseliş Trendinde,13.70-14.00 (%33.8 altta),20.36-22.60 (fiyat bandın içinde!),🟡Fiyat Orta-Üst Bant Aralığında,🟡 Normal Genişlik,0.0,EMA55 Destek: 20.76 (%1.9 altta) | EMA100 Direnç: 21.34 (%0.9 üstte)
MERCN,19.1,4.39,47.39,61.16,-0.56,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,-,24.68-27.71 (%29.2 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 18.30 (%4.2 altta) | EMA21 Direnç: 19.11 (%0.1 üstte)
MERIT,15.85,0.65,46.96,73.05,-0.32,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,15.19-15.98 (fiyat bandın içinde!),17.73-18.20 (%11.9 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Destek: 15.75 (%0.6 altta) | EMA21 Direnç: 15.88 (%0.2 üstte)
MERKO,1.25,-0.18,35.62,84.03,-0.82,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,15.20-16.15 (%1116.0 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🟡 Normal Genişlik,0.0,EMA5 Direnç: 1.25 (%0.2 üstte)
METRO,8.64,26.32,54.86,37.69,-0.5,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🟢 Yükseliş Trendinde,-,8.59-9.32 (fiyat bandın içinde!),🟡Fiyat Orta-Üst Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Destek: 8.55 (%1.0 altta)
MEYSU,11.52,999,45.6,19.48,-0.77,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🟢 Yükseliş Trendinde,-,17.73-18.70 (%53.9 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Destek: 11.37 (%1.3 altta) | EMA21 Direnç: 11.73 (%1.9 üstte)
MGROS,535.0,0.3,37.73,75.29,-0.83,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,415.39-429.68 (%19.7 altta),693.50-706.00 (%29.6 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 533.39 (%0.3 altta) | EMA21 Direnç: 557.44 (%4.2 üstte)
MHRGY,2.29,3.15,56.1,96.71,-0.24,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,-,2.61-2.86 (%14.1 üstte),🟡Fiyat Orta-Üst Bant Aralığında,🟠 Daralıyor,0.0,EMA5 Destek: 2.22 (%2.9 altta) | EMA55 Direnç: 2.32 (%1.2 üstte)
MIATK,39.08,24.51,73.91,100.0,0.44,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,🔴 ZİRVEDE,🟢 Yükseliş Trendinde,-,53.15-57.85 (%36.0 üstte),🚨Fiyat Bandın Üzerinde!,⚪ Yelpaze Açık,7.26,EMA200 Destek: 37.08 (%5.1 altta)
MMCAS,48.88,-0.4,42.95,72.23,-0.62,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🟢 Yükseliş Trendinde,-,122.20-134.40 (%150.0 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Direnç: 49.08 (%0.4 üstte)
MNDRS,11.51,1.81,53.2,26.71,-0.21,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,🔴 Düşüş Trendinde,10.36-10.50 (%8.8 altta),12.95-13.69 (%12.5 üstte),🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 11.44 (%0.6 altta) | EMA100 Direnç: 11.68 (%1.4 üstte)
MNDTR,5.15,1.83,52.84,82.84,0.01,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,-,6.33-6.64 (%22.9 üstte),🟡Fiyat Orta-Üst Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA21 Destek: 5.06 (%1.7 altta) | EMA55 Direnç: 5.29 (%2.7 üstte)
MOBTL,13.25,12.52,49.03,88.34,0.18,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,-,-,🟡Fiyat Orta-Üst Bant Aralığında,🟡 Normal Genişlik,0.0,EMA21 Destek: 13.22 (%0.2 altta) | EMA100 Direnç: 13.39 (%1.1 üstte)
MOGAN,13.54,0.18,24.11,0.77,-0.94,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,-,-,🔴 Düşüş Trendinde,11.91-12.79 (%5.5 altta),-,⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA200 Destek: 13.52 (%0.2 altta) | EMA5 Direnç: 14.25 (%5.2 üstte)
MOPAS,26.12,0.4,36.18,61.32,-0.83,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,40.65-43.63 (%55.6 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 26.01 (%0.4 altta) | EMA21 Direnç: 27.14 (%3.9 üstte)
MPARK,437.0,6.28,57.15,57.5,-0.65,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🟢 Yükseliş Trendinde,394.00-407.00 (%6.9 altta),-,🟡Fiyat Orta-Üst Bant Aralığında,🟠 Daralıyor,0.0,EMA100 Destek: 428.52 (%1.9 altta)
MRGYO,1.78,20.68,72.91,70.72,0.87,🔴 Ayı Piyasası (EMA 50 En Altta),🔥 GÜÇLÜ AL (Taze Kırılım),📈 TREND DEVAMI (0 Üstü + Hacim),🔴 ZİRVEDE,🟢 Yükseliş Trendinde,-,-,🚨Fiyat Bandın Üzerinde!,⚪ Yelpaze Açık,0.49,EMA5 Destek: 1.65 (%7.3 altta) | EMA200 Direnç: 1.94 (%8.7 üstte)
MRSHL,1673.0,2.88,50.62,65.67,-0.65,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,1484.00-1541.00 (%7.9 altta),-,⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA21 Destek: 1655.03 (%1.1 altta) | EMA200 Direnç: 1673.77 (%0.0 üstte)
MSGYO,5.77,-0.05,45.74,92.82,-0.08,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,4.89-5.10 (%11.6 altta),7.61-8.49 (%31.9 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Direnç: 5.77 (%0.0 üstte)
MTRKS,31.8,18.83,50.56,16.21,-0.81,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⏳ BEKLE,-,-,🟢 Yükseliş Trendinde,-,-,⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA55 Destek: 30.29 (%4.8 altta) | EMA21 Direnç: 31.98 (%0.6 üstte)
MTRYO,8.93,1.22,47.16,50.25,-0.83,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Düşüş Trendinde,-,11.10-11.84 (%24.3 üstte),🟡Fiyat Orta-Üst Bant Aralığında,🟡 Normal Genişlik,0.0,EMA5 Destek: 8.82 (%1.2 altta) | EMA21 Direnç: 8.97 (%0.5 üstte)
MZHLD,5.21,-0.92,40.29,9.27,-0.83,🔴 Ayı Piyasası (EMA 50 En Altta),🔴 SAT,-,-,🟢 Yükseliş Trendinde,-,5.94-6.09 (%14.0 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Direnç: 5.26 (%0.9 üstte)
NATEN,5.35,1.63,42.59,67.73,-0.78,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🔴 Düşüş Trendinde,-,8.58-9.00 (%60.4 üstte),⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 5.26 (%1.6 altta) | EMA21 Direnç: 5.47 (%2.3 üstte)
NETAS,99.45,43.95,62.53,13.04,0.1,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟢 AL (Trend Onaylı),🟡 RİSKLİ AL (0 Üstü - Hacimsiz),-,🟢 Yükseliş Trendinde,54.35-55.70 (%44.0 altta),-,🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 97.82 (%1.6 altta)
NETCD,122.3,999,43.08,35.94,-0.76,🔴 Ayı Piyasası (EMA 50 En Altta),🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Düşüş Trendinde,114.12-124.18 (fiyat bandın içinde!),151.60-164.00 (%24.0 üstte),⚪Fiyat Alt_Orta Bant Aralığında,🚨 BB SIKIŞMA,0.0,EMA5 Destek: 120.79 (%1.2 altta) | EMA21 Direnç: 125.78 (%2.8 üstte)
NIBAS,4.57,9.27,59.15,77.79,0.78,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,🩸 SAT (Zirveden Dönüş),-,🟢 Yükseliş Trendinde,-,6.08-6.69 (%33.0 üstte),🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 4.54 (%0.7 altta) | EMA100 Direnç: 4.60 (%0.8 üstte)
NTGAZ,11.52,6.15,56.97,50.77,0.44,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🔴 SAT,-,-,🟢 Yükseliş Trendinde,9.28-9.65 (%16.3 altta),12.55-13.33 (%8.9 üstte),🟡Fiyat Orta-Üst Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Destek: 11.41 (%1.0 altta)
NTHOL,41.94,-2.1,39.26,23.91,-0.79,"⚡ Yükseliş Hazırlığı (50>100 Kesti, 150 Bekleniyor)",🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,🟢 Yükseliş Trendinde,35.98-38.62 (%7.9 altta),51.50-54.20 (%22.8 üstte),🚨Fiyat Bandın Altında!,🟠 Daralıyor,-0.19,EMA5 Direnç: 42.84 (%2.1 üstte)
NUGYO,9.29,1.9,54.51,55.48,-0.45,🔴 Ayı Piyasası (EMA 50 En Altta),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,8.55-9.14 (%1.6 altta),9.15-9.63 (fiyat bandın içinde!),🟡Fiyat Orta-Üst Bant Aralığında,🟠 Daralıyor,0.0,EMA55 Destek: 9.28 (%0.1 altta) | EMA100 Direnç: 9.44 (%1.6 üstte)
NUHCM,221.8,2.67,56.94,68.13,-0.43,🔴 Ayı Piyasası (EMA 50 En Altta),🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Düşüş Trendinde,202.12-209.61 (%5.5 altta),236.70-257.25 (%6.7 üstte),🟡Fiyat Orta-Üst Bant Aralığında,🟡 Normal Genişlik,0.0,EMA55 Destek: 219.81 (%0.9 altta) | EMA100 Direnç: 223.32 (%0.7 üstte)
OBAMS,5.41,1.81,52.22,30.71,-0.12,🔴 Ayı Piyasası (EMA 50 En Altta),⏳ BEKLE,-,-,🟢 Yükseliş Trendinde,-,8.26-8.82 (%52.7 üstte),🟡Fiyat Orta-Üst Bant Aralığında,🟡 Normal Genişlik,0.0,EMA5 Destek: 5.35 (%1.2 altta) | EMA55 Direnç: 5.61 (%3.8 üstte)
OBASE,36.34,0.87,43.06,62.32,-0.58,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",⏳ BEKLE,-,-,🔴 Düşüş Trendinde,30.84-32.00 (%11.9 altta),-,⚪Fiyat Alt_Orta Bant Aralığında,🟡 Normal Genişlik,0.0,EMA5 Destek: 36.03 (%0.9 altta) | EMA21 Direnç: 37.42 (%3.0 üstte)
ODAS,7.76,13.93,56.16,88.77,0.77,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟢 AL (Trend Onaylı),-,-,🔴 Düşüş Trendinde,5.09-5.21 (%32.9 altta),8.80-9.22 (%13.4 üstte),🚨Fiyat Bandın Üzerinde!,🟠 Daralıyor,0.1,EMA55 Destek: 7.63 (%1.6 altta)
ODINE,964.0,-19.86,23.53,0.0,-0.92,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🔴 SAT,-,-,🔴 Düşüş Trendinde,-,-,⚪Fiyat Alt_Orta Bant Aralığında,⚪ Yelpaze Açık,0.0,EMA5 Direnç: 1202.94 (%24.8 üstte)
